content_id,creator_id,category,duration_seconds,upload_timestamp,virality_score,trend_score,content_type
C005056,CR0218,anime,52,2026-01-28,0.28,0.67,short_video
C005057,CR0263,memes,9,2025-02-11,10.0,0.72,edit
C005058,CR0158,tech,93,2025-10-19,1.31,0.68,meme_video
C005059,CR0253,food,40,2025-05-05,3.31,0.31,clip
C005060,CR0412,music,54,2025-09-20,3.82,0.71,short_video
C005061,CR0041,tech,235,2025-04-26,0.96,0.85,short_video
C005062,CR0524,memes,27,2026-01-09,0.97,0.58,short_video
C005063,CR0282,music,42,2025-01-28,0.95,0.4,short_video
C005064,CR0204,tech,226,2025-06-22,0.32,0.67,short_video
C005065,CR0872,food,34,2025-11-06,1.03,0.1,edit
C005066,CR0894,music,56,2025-03-15,1.64,0.53,short_video
C005067,CR0125,sports,31,2025-08-23,0.9,0.35,clip
C005068,CR0775,sports,26,2025-05-03,1.1,0.69,edit
C005069,CR0193,finance,135,2025-06-30,2.59,0.3,short_video
C005070,CR0052,memes,27,2026-01-09,10.0,0.69,meme_video
C005071,CR0483,music,21,2025-07-22,1.56,0.46,edit
C005072,CR0420,tech,214,2026-04-19,2.98,0.9,short_video
C005073,CR0506,finance,114,2025-03-25,3.78,0.92,clip
C005074,CR0994,finance,94,2026-04-03,2.69,0.93,short_video
C005075,CR0418,food,86,2025-01-10,3.35,0.63,edit
C005076,CR0700,food,59,2025-06-27,3.94,0.7,short_video
C005077,CR0149,finance,112,2025-06-08,2.66,0.2,clip
C005078,CR0130,food,49,2025-12-12,0.53,0.12,meme_video
C005079,CR0426,gaming,101,2025-01-30,2.39,0.68,short_video
C005080,CR0582,anime,103,2025-10-20,3.99,0.12,edit
C005081,CR0794,food,81,2025-10-17,1.0,0.22,clip
C005082,CR0451,music,58,2025-10-17,1.41,0.5,meme_video
C005083,CR0974,food,48,2025-01-13,0.53,0.39,meme_video
C005084,CR0442,gaming,90,2025-02-24,2.17,0.5,edit
C005085,CR0716,gaming,36,2025-04-18,5.95,0.17,edit
C005086,CR0212,food,85,2025-06-26,10.0,0.43,meme_video
C005087,CR0318,tech,53,2026-02-11,0.46,0.89,meme_video
C005088,CR0145,sports,41,2026-01-14,0.45,0.64,meme_video
C005089,CR0733,tech,114,2025-07-04,1.56,0.88,clip
C005090,CR0553,sports,28,2025-04-01,10.0,0.11,edit
C005091,CR0737,tech,49,2025-12-10,1.85,0.54,edit
C005092,CR0553,memes,22,2025-03-21,1.78,0.89,edit
C005093,CR0025,memes,12,2026-02-04,0.75,0.09,edit
C005094,CR0488,anime,114,2025-07-15,0.61,0.04,edit
C005095,CR0233,food,31,2025-05-18,1.47,0.22,short_video
C005096,CR0945,fitness,36,2026-03-12,0.49,0.01,clip
C005097,CR0076,food,35,2025-12-17,2.47,0.09,edit
C005098,CR0658,tech,236,2025-02-13,3.44,0.77,clip
C005099,CR0245,sports,68,2025-02-25,0.76,0.75,edit
C005100,CR0457,tech,197,2025-04-19,1.46,0.18,edit
C005101,CR0538,finance,78,2025-10-05,5.32,0.67,edit
C005102,CR0221,anime,42,2025-12-20,2.42,0.32,clip
C005103,CR0879,anime,20,2026-03-22,0.56,0.1,short_video
C005104,CR0104,anime,76,2025-09-23,2.16,0.66,edit
C005105,CR0896,fitness,113,2026-01-30,5.57,0.33,edit
C005106,CR0870,tech,43,2025-01-20,1.0,0.01,short_video
C005107,CR0820,memes,15,2026-03-13,2.26,0.27,edit
C005108,CR0480,sports,40,2026-03-23,1.4,0.27,short_video
C005109,CR0864,sports,38,2025-08-25,0.44,0.72,short_video
C005110,CR0330,memes,5,2026-01-14,1.33,0.84,clip
C005111,CR0363,food,65,2025-09-17,0.39,0.91,edit
C005112,CR0286,tech,224,2025-12-10,10.0,0.16,edit
C005113,CR0443,music,55,2025-04-11,0.5,0.8,edit
C005114,CR0116,memes,13,2026-01-31,0.6,0.45,clip
C005115,CR0339,gaming,56,2025-01-19,2.38,0.14,clip
C005116,CR0380,finance,42,2025-01-26,1.0,0.62,short_video
C005117,CR0027,music,15,2025-07-03,3.95,0.72,edit
C005118,CR0056,tech,67,2025-03-27,1.86,0.45,meme_video
C005119,CR0108,sports,52,2025-04-25,0.38,0.09,edit
C005120,CR0636,food,68,2025-01-01,0.58,0.3,clip
C005121,CR0895,tech,47,2026-03-07,7.5,0.29,meme_video
C005122,CR0895,finance,151,2025-09-22,1.97,0.07,edit
C005123,CR0741,sports,23,2025-12-28,1.53,0.79,clip
C005124,CR0788,tech,239,2025-05-19,0.31,0.92,clip
C005125,CR0505,finance,143,2025-02-18,1.59,0.94,meme_video
C005126,CR0125,tech,226,2025-01-04,0.2,0.26,short_video
C005127,CR0751,gaming,49,2025-09-09,9.25,0.9,edit
C005128,CR0311,finance,152,2026-02-18,0.71,0.34,short_video
C005129,CR0030,anime,104,2025-03-15,3.39,0.91,clip
C005130,CR0251,food,27,2025-03-14,0.75,0.65,edit
C005131,CR0897,fitness,92,2025-02-25,1.49,0.63,edit
C005132,CR0153,fitness,99,2026-04-28,3.48,0.11,edit
C005133,CR0114,memes,19,2025-05-31,0.99,0.17,clip
C005134,CR0645,memes,8,2026-02-27,0.67,0.17,clip
C005135,CR0691,finance,163,2025-08-08,3.09,0.66,short_video
C005136,CR0939,tech,143,2025-05-18,1.19,0.35,edit
C005137,CR0322,anime,52,2026-04-03,2.02,0.28,short_video
C005138,CR0801,food,85,2025-03-07,0.43,0.89,edit
C005139,CR0578,sports,30,2025-08-16,1.14,0.31,meme_video
C005140,CR0559,finance,53,2026-02-07,0.89,0.59,edit
C005141,CR0735,finance,102,2026-03-08,2.14,0.31,meme_video
C005142,CR0671,food,43,2025-02-16,1.14,0.92,meme_video
C005143,CR0812,memes,25,2025-03-06,4.15,0.52,short_video
C005144,CR0185,tech,59,2025-06-10,2.4,0.62,short_video
C005145,CR0275,sports,56,2025-07-03,4.24,0.26,clip
C005146,CR0656,tech,177,2026-01-12,1.14,0.59,meme_video
C005147,CR0680,memes,19,2025-08-27,0.09,0.26,short_video
C005148,CR0785,gaming,72,2026-02-04,1.19,0.17,meme_video
C005149,CR0798,fitness,118,2026-03-25,1.31,0.84,clip
C005150,CR0758,finance,58,2025-12-06,3.88,0.89,edit
C005151,CR0109,music,42,2025-10-01,3.96,0.51,short_video
C005152,CR0536,finance,96,2025-09-15,1.34,0.33,meme_video
C005153,CR0949,tech,235,2025-03-17,0.83,0.58,clip
C005154,CR0427,tech,212,2025-07-21,5.5,0.21,short_video
C005155,CR0569,music,33,2026-01-08,1.97,0.96,meme_video
C005156,CR0218,finance,71,2025-10-17,10.0,0.57,meme_video
C005157,CR0743,anime,64,2025-09-14,5.56,0.48,clip
C005158,CR0447,gaming,40,2025-11-29,2.83,0.45,clip
C005159,CR0443,anime,117,2025-04-26,4.75,0.45,short_video
C005160,CR0770,music,16,2025-08-19,3.53,0.48,edit
C005161,CR0102,anime,83,2026-04-04,0.53,0.58,short_video
C005162,CR0913,memes,27,2025-09-26,0.57,0.9,edit
C005163,CR0698,music,53,2025-08-24,0.74,0.49,meme_video
C005164,CR0113,tech,218,2026-04-29,0.95,0.15,meme_video
C005165,CR0723,anime,82,2026-03-01,0.93,0.72,edit
C005166,CR0224,finance,143,2025-08-04,0.28,0.62,meme_video
C005167,CR0298,anime,48,2026-01-07,5.83,0.82,clip
C005168,CR0797,sports,62,2025-09-29,3.08,0.88,meme_video
C005169,CR0650,memes,21,2025-09-06,1.23,0.38,short_video
C005170,CR0317,anime,78,2025-02-18,0.21,0.05,meme_video
C005171,CR0938,finance,122,2025-12-23,1.31,0.98,clip
C005172,CR0364,memes,19,2026-03-18,2.05,0.97,edit
C005173,CR0366,tech,219,2026-04-01,4.05,0.92,short_video
C005174,CR0413,food,15,2025-05-03,1.5,0.82,clip
C005175,CR0027,food,52,2025-01-24,3.69,0.29,clip
C005176,CR0769,memes,21,2026-01-01,0.8,0.79,short_video
C005177,CR0408,tech,143,2025-05-02,4.29,0.93,edit
C005178,CR0767,tech,138,2025-01-12,7.31,0.25,edit
C005179,CR0026,sports,24,2026-04-21,0.98,0.18,short_video
C005180,CR0824,tech,64,2026-02-21,0.62,0.57,edit
C005181,CR0672,anime,62,2025-07-04,0.22,0.44,clip
C005182,CR0421,fitness,109,2025-01-02,0.95,0.34,meme_video
C005183,CR0709,memes,7,2025-05-15,1.91,0.76,edit
C005184,CR0975,anime,59,2025-11-14,4.25,0.43,short_video
C005185,CR0084,memes,18,2025-09-15,0.62,0.3,clip
C005186,CR0477,memes,7,2026-03-29,1.02,0.94,meme_video
C005187,CR0782,memes,13,2026-04-02,0.99,0.24,meme_video
C005188,CR0256,finance,88,2025-02-18,2.22,0.75,meme_video
C005189,CR0873,fitness,112,2025-10-06,0.67,0.02,short_video
C005190,CR0751,food,31,2025-12-18,0.5,0.54,edit
C005191,CR0775,food,30,2025-01-30,6.92,0.06,clip
C005192,CR0571,sports,32,2025-07-11,0.35,0.62,clip
C005193,CR0008,anime,66,2025-08-20,2.44,0.56,short_video
C005194,CR0403,music,53,2025-01-09,10.0,0.66,edit
C005195,CR0323,fitness,104,2025-07-03,1.17,0.56,clip
C005196,CR0288,music,58,2025-01-20,0.9,0.56,meme_video
C005197,CR0728,gaming,128,2025-03-26,0.82,0.78,short_video
C005198,CR0332,sports,43,2025-05-11,1.3,0.83,meme_video
C005199,CR0990,music,36,2025-10-03,3.79,0.12,meme_video
C005200,CR0200,food,64,2025-06-02,0.07,0.09,edit
C005201,CR0683,memes,6,2026-02-15,0.94,0.31,meme_video
C005202,CR0395,gaming,48,2026-02-19,1.06,0.82,clip
C005203,CR0910,memes,9,2025-06-06,1.42,0.64,short_video
C005204,CR0135,music,49,2026-01-03,2.76,0.72,edit
C005205,CR0538,finance,87,2026-01-18,9.15,0.48,clip
C005206,CR0832,finance,93,2026-03-05,3.66,0.76,short_video
C005207,CR0760,gaming,110,2025-05-05,1.3,0.41,short_video
C005208,CR0053,sports,65,2025-12-25,1.45,0.41,short_video
C005209,CR0368,finance,110,2025-05-26,1.72,0.17,short_video
C005210,CR0355,fitness,69,2025-05-11,2.46,0.93,edit
C005211,CR0982,sports,78,2025-08-23,2.84,0.99,short_video
C005212,CR0984,sports,61,2025-02-03,1.27,0.71,meme_video
C005213,CR0869,food,46,2026-04-30,8.02,0.69,short_video
C005214,CR0400,food,22,2025-07-21,0.52,0.93,clip
C005215,CR0772,tech,68,2026-01-15,1.4,0.36,edit
C005216,CR0414,music,22,2025-05-07,0.9,0.42,edit
C005217,CR0843,music,20,2026-02-27,0.41,0.14,short_video
C005218,CR0490,sports,81,2025-07-15,1.54,0.96,edit
C005219,CR0356,food,51,2025-05-13,2.85,0.91,clip
C005220,CR0329,anime,81,2025-11-27,1.5,0.67,meme_video
C005221,CR0086,tech,221,2026-01-28,0.52,0.79,edit
C005222,CR0072,tech,133,2025-02-07,8.38,0.27,meme_video
C005223,CR0096,music,59,2025-05-05,0.2,0.35,clip
C005224,CR0011,fitness,74,2026-01-18,1.72,0.67,short_video
C005225,CR0347,sports,33,2026-04-16,0.11,0.38,edit
C005226,CR0983,sports,87,2025-05-30,1.66,0.31,clip
C005227,CR0462,food,48,2026-01-20,0.72,0.53,clip
C005228,CR0160,fitness,49,2025-03-17,3.98,0.23,clip
C005229,CR0855,food,45,2025-01-15,0.75,0.4,meme_video
C005230,CR0663,tech,210,2025-03-23,0.9,0.21,short_video
C005231,CR0539,finance,132,2025-08-08,0.16,0.84,edit
C005232,CR0153,food,77,2025-08-29,3.41,0.07,meme_video
C005233,CR0525,fitness,30,2025-09-30,0.89,0.61,clip
C005234,CR0386,memes,10,2025-01-01,3.49,0.36,meme_video
C005235,CR0306,fitness,40,2025-10-31,0.71,0.33,short_video
C005236,CR0494,tech,232,2026-05-01,1.87,0.72,short_video
C005237,CR0063,food,21,2026-01-07,3.27,0.9,edit
C005238,CR0919,sports,52,2025-10-16,1.35,0.43,edit
C005239,CR0444,fitness,109,2025-08-02,0.34,0.71,edit
C005240,CR0149,anime,37,2026-02-20,1.21,0.38,clip
C005241,CR0855,tech,64,2025-06-25,0.76,0.96,edit
C005242,CR0942,anime,88,2025-06-27,0.31,0.01,edit
C005243,CR0539,fitness,70,2025-04-04,0.72,0.4,meme_video
C005244,CR0695,fitness,29,2026-01-08,0.77,0.78,clip
C005245,CR0905,memes,23,2025-05-12,3.61,0.26,short_video
C005246,CR0503,music,50,2025-03-13,1.33,0.33,meme_video
C005247,CR0265,memes,12,2026-02-07,0.41,0.05,edit
C005248,CR0038,fitness,29,2026-01-06,0.81,0.99,edit
C005249,CR0564,finance,129,2026-04-26,1.54,0.34,clip
C005250,CR0095,fitness,24,2026-03-19,7.01,0.33,edit
C005251,CR0687,food,18,2025-12-03,2.45,0.26,edit
C005252,CR0572,finance,143,2025-04-29,0.66,0.25,edit
C005253,CR0472,food,71,2025-03-17,2.31,0.33,short_video
C005254,CR0631,fitness,108,2025-10-14,2.13,0.3,meme_video
C005255,CR0018,finance,134,2025-05-15,6.08,0.28,meme_video
C005256,CR0159,sports,83,2025-08-27,1.09,0.19,clip
C005257,CR0636,food,87,2025-07-31,0.68,0.51,meme_video
C005258,CR0421,music,24,2025-01-04,0.8,0.03,meme_video
C005259,CR0379,tech,94,2025-11-15,1.99,0.68,short_video
C005260,CR0173,anime,76,2025-07-24,5.67,0.0,short_video
C005261,CR0741,anime,109,2026-02-09,1.48,0.57,meme_video
C005262,CR0497,anime,28,2026-02-23,5.01,0.51,meme_video
C005263,CR0427,sports,80,2025-01-04,6.6,0.18,short_video
C005264,CR0073,fitness,64,2025-10-26,1.03,0.5,edit
C005265,CR0177,music,19,2025-01-27,2.43,0.27,meme_video
C005266,CR0630,tech,48,2025-04-18,1.44,0.8,short_video
C005267,CR0268,gaming,61,2025-07-28,1.38,0.56,clip
C005268,CR0316,gaming,127,2025-07-12,0.48,0.28,short_video
C005269,CR0965,fitness,99,2025-10-26,2.65,0.88,clip
C005270,CR0332,gaming,106,2025-08-21,0.53,0.78,meme_video
C005271,CR0471,finance,161,2025-01-13,1.19,0.42,clip
C005272,CR0385,tech,160,2025-03-27,0.38,0.28,meme_video
C005273,CR0830,tech,134,2026-03-26,2.0,0.53,short_video
C005274,CR0727,memes,7,2026-03-24,1.67,0.57,clip
C005275,CR0851,music,35,2026-02-20,6.25,0.26,short_video
C005276,CR0355,finance,132,2025-06-18,3.45,0.66,edit
C005277,CR0314,music,35,2025-02-10,7.28,0.85,meme_video
C005278,CR0968,fitness,81,2025-03-03,0.79,0.23,short_video
C005279,CR0293,sports,47,2025-07-01,0.54,0.97,clip
C005280,CR0451,music,59,2025-10-14,2.54,0.3,meme_video
C005281,CR0129,anime,29,2026-03-27,0.52,0.97,short_video
C005282,CR0121,fitness,71,2025-03-21,0.6,0.46,meme_video
C005283,CR0162,memes,11,2025-03-14,1.55,0.36,clip
C005284,CR0278,tech,80,2026-02-13,0.6,0.92,short_video
C005285,CR0644,finance,142,2025-01-01,2.33,0.76,edit
C005286,CR0354,music,19,2025-03-10,0.66,0.74,meme_video
C005287,CR0733,music,35,2025-01-26,1.02,0.28,meme_video
C005288,CR0676,fitness,24,2025-10-17,0.17,0.23,clip
C005289,CR0147,tech,145,2025-08-14,0.36,0.36,edit
C005290,CR0022,memes,9,2026-03-20,4.1,0.84,clip
C005291,CR0795,anime,29,2025-09-03,0.92,0.17,clip
C005292,CR0257,music,47,2025-10-06,6.61,0.09,meme_video
C005293,CR0266,anime,75,2025-09-20,0.68,0.07,clip
C005294,CR0673,fitness,31,2025-04-05,2.87,0.19,meme_video
C005295,CR0477,music,33,2026-02-27,0.62,0.65,edit
C005296,CR0823,food,82,2025-06-04,0.36,0.43,edit
C005297,CR0336,music,15,2025-07-06,9.8,0.17,short_video
C005298,CR0996,finance,56,2026-03-08,3.3,0.61,edit
C005299,CR0930,food,78,2025-06-26,1.55,0.36,meme_video
C005300,CR0790,food,35,2025-09-26,1.29,0.78,clip
C005301,CR0465,sports,47,2025-02-19,2.42,0.03,meme_video
C005302,CR0537,memes,7,2026-02-23,10.0,0.51,meme_video
C005303,CR0413,music,48,2025-01-15,2.57,0.82,edit
C005304,CR0099,tech,191,2026-04-10,2.84,0.71,edit
C005305,CR0968,sports,47,2025-09-28,1.79,0.19,edit
C005306,CR0775,music,37,2025-11-14,0.64,0.97,short_video
C005307,CR0535,memes,9,2026-01-25,1.72,0.97,edit
C005308,CR0068,gaming,133,2025-03-12,1.43,0.11,clip
C005309,CR0178,tech,91,2025-06-17,0.71,0.42,meme_video
C005310,CR0092,fitness,117,2025-04-03,3.78,0.02,clip
C005311,CR0975,finance,96,2025-11-23,4.31,0.04,clip
C005312,CR0018,tech,134,2026-04-27,7.53,0.29,short_video
C005313,CR0708,memes,28,2026-01-02,5.1,0.76,edit
C005314,CR0290,food,38,2026-02-08,0.95,0.82,clip
C005315,CR0412,anime,45,2026-01-21,3.23,0.41,short_video
C005316,CR0857,gaming,70,2026-03-07,0.45,0.24,edit
C005317,CR0049,finance,142,2025-08-28,1.82,0.89,edit
C005318,CR0178,anime,111,2025-10-25,6.23,0.11,clip
C005319,CR0476,sports,26,2025-07-30,5.19,0.28,edit
C005320,CR0491,tech,219,2025-02-22,0.69,0.44,clip
C005321,CR0266,sports,56,2026-03-30,4.3,0.75,clip
C005322,CR0296,finance,31,2025-06-27,4.35,0.62,edit
C005323,CR0768,music,35,2025-10-05,2.75,0.39,meme_video
C005324,CR0348,memes,8,2025-05-03,1.18,0.8,meme_video
C005325,CR0725,sports,31,2025-10-31,1.21,0.87,clip
C005326,CR0790,anime,51,2025-11-08,0.48,0.69,clip
C005327,CR0842,anime,56,2026-02-19,0.42,0.97,short_video
C005328,CR0053,tech,87,2025-12-28,4.53,0.21,clip
C005329,CR0025,tech,129,2025-12-14,0.89,0.51,edit
C005330,CR0961,sports,33,2025-11-11,0.33,0.61,edit
C005331,CR0650,anime,88,2025-04-05,2.3,0.62,meme_video
C005332,CR0857,tech,74,2025-10-21,0.28,0.82,short_video
C005333,CR0842,memes,13,2025-06-06,0.26,0.52,meme_video
C005334,CR0502,fitness,83,2025-08-24,2.03,0.03,clip
C005335,CR0191,memes,6,2025-10-21,0.7,0.42,short_video
C005336,CR0411,food,19,2026-03-07,0.48,0.97,clip
C005337,CR0095,sports,28,2025-12-31,1.53,0.4,clip
C005338,CR0046,music,16,2025-07-22,2.63,0.27,short_video
C005339,CR0627,sports,76,2025-05-03,3.04,0.46,short_video
C005340,CR0174,anime,49,2025-04-17,4.25,0.71,meme_video
C005341,CR0179,memes,18,2026-03-02,0.69,0.17,meme_video
C005342,CR0320,food,23,2025-12-11,0.83,0.95,clip
C005343,CR0530,memes,24,2025-04-14,0.16,0.63,edit
C005344,CR0407,memes,20,2025-08-15,2.15,0.04,short_video
C005345,CR0491,gaming,117,2025-11-17,2.11,0.83,short_video
C005346,CR0952,finance,178,2025-01-22,2.65,0.28,meme_video
C005347,CR0754,finance,58,2026-02-03,3.81,0.62,short_video
C005348,CR0294,food,79,2026-02-10,2.14,0.67,short_video
C005349,CR0166,memes,27,2026-03-08,3.21,0.7,meme_video
C005350,CR0900,memes,15,2025-04-09,6.87,0.47,meme_video
C005351,CR0313,sports,57,2025-07-28,1.03,0.08,edit
C005352,CR0402,anime,115,2025-02-02,1.23,0.91,clip
C005353,CR0416,food,70,2026-02-04,0.38,0.88,meme_video
C005354,CR0519,fitness,112,2025-10-04,3.78,0.69,edit
C005355,CR0117,gaming,74,2026-04-24,0.3,0.47,edit
C005356,CR0216,food,59,2025-01-07,2.89,0.61,clip
C005357,CR0865,fitness,101,2025-11-12,2.02,0.49,short_video
C005358,CR0255,music,34,2025-03-04,2.61,0.72,clip
C005359,CR0626,gaming,64,2025-07-20,4.1,0.98,meme_video
C005360,CR0335,tech,229,2026-04-07,0.91,0.82,edit
C005361,CR0250,food,83,2025-06-15,10.0,0.22,clip
C005362,CR0084,sports,34,2025-12-01,0.61,0.21,short_video
C005363,CR0830,tech,60,2026-04-28,10.0,0.84,meme_video
C005364,CR0061,gaming,167,2025-09-06,2.89,0.72,clip
C005365,CR0198,music,18,2026-01-03,1.07,0.98,short_video
C005366,CR0624,finance,101,2025-08-26,5.2,0.36,meme_video
C005367,CR0687,sports,75,2025-04-26,0.44,0.22,clip
C005368,CR0635,gaming,91,2025-09-03,0.22,0.55,meme_video
C005369,CR0312,memes,22,2025-07-25,1.61,0.91,short_video
C005370,CR0907,fitness,95,2026-03-27,10.0,0.11,short_video
C005371,CR0305,memes,25,2026-01-05,1.82,0.78,short_video
C005372,CR0371,fitness,109,2025-09-22,3.15,0.03,short_video
C005373,CR0114,food,28,2025-04-08,2.54,0.5,meme_video
C005374,CR0977,sports,25,2026-02-21,0.57,0.86,meme_video
C005375,CR0538,memes,24,2025-04-17,0.4,0.64,short_video
C005376,CR0134,fitness,79,2025-06-02,3.46,0.24,short_video
C005377,CR0801,gaming,148,2025-07-19,0.82,0.84,clip
C005378,CR0280,finance,99,2025-10-15,0.84,0.92,edit
C005379,CR0638,fitness,102,2025-02-10,0.59,0.84,short_video
C005380,CR0285,sports,21,2026-02-20,0.5,0.77,edit
C005381,CR0814,music,42,2025-12-03,0.66,0.4,edit
C005382,CR0788,food,77,2025-03-11,0.7,0.41,clip
C005383,CR0424,tech,31,2025-04-27,3.85,0.18,meme_video
C005384,CR0899,sports,78,2025-03-10,3.31,0.16,edit
C005385,CR0208,food,68,2026-04-24,0.74,0.33,short_video
C005386,CR0396,anime,20,2026-01-09,3.28,0.84,clip
C005387,CR0576,music,50,2026-03-29,2.74,0.38,edit
C005388,CR0308,music,46,2025-10-13,3.83,0.58,short_video
C005389,CR0828,memes,23,2025-08-12,0.33,0.89,edit
C005390,CR0123,memes,30,2026-04-25,1.06,0.63,short_video
C005391,CR0836,fitness,52,2025-07-31,3.32,0.1,clip
C005392,CR0558,memes,23,2025-04-11,2.58,0.11,edit
C005393,CR0838,tech,176,2025-11-28,0.5,0.53,short_video
C005394,CR0550,tech,108,2025-07-19,1.32,0.8,short_video
C005395,CR0510,tech,93,2025-02-13,6.74,0.98,meme_video
C005396,CR0142,tech,181,2026-03-13,1.16,0.16,edit
C005397,CR0230,food,83,2025-06-17,1.61,0.51,meme_video
C005398,CR0410,food,72,2025-09-01,1.96,0.74,edit
C005399,CR0670,memes,26,2025-02-05,7.52,0.41,short_video
C005400,CR0833,memes,16,2025-11-30,4.85,0.65,meme_video
C005401,CR0816,memes,20,2025-08-02,0.95,0.09,edit
C005402,CR0557,gaming,55,2025-12-18,1.64,0.7,edit
C005403,CR0460,music,59,2025-07-22,5.99,0.65,edit
C005404,CR0262,tech,126,2025-03-04,0.94,0.02,clip
C005405,CR0769,tech,83,2025-06-24,0.69,0.67,meme_video
C005406,CR0052,gaming,150,2025-03-18,1.4,0.27,short_video
C005407,CR0362,memes,14,2025-06-22,10.0,0.2,meme_video
C005408,CR0810,fitness,115,2025-09-28,3.41,0.09,clip
C005409,CR0259,memes,15,2025-03-21,5.95,0.46,short_video
C005410,CR0016,memes,18,2025-05-15,0.83,0.61,meme_video
C005411,CR0641,tech,46,2025-11-07,3.16,0.6,meme_video
C005412,CR0461,fitness,59,2025-03-06,0.34,0.22,clip
C005413,CR0487,sports,78,2025-05-03,2.86,0.98,edit
C005414,CR0095,tech,178,2026-02-28,3.26,0.93,clip
C005415,CR0070,sports,57,2025-12-28,0.45,0.08,meme_video
C005416,CR0645,sports,89,2025-08-06,0.76,0.44,edit
C005417,CR0637,music,20,2025-03-16,0.87,0.32,short_video
C005418,CR0949,anime,117,2026-04-28,9.13,0.65,edit
C005419,CR0684,finance,179,2025-07-11,1.07,0.11,edit
C005420,CR0065,memes,8,2025-09-17,0.74,0.16,clip
C005421,CR0801,tech,105,2025-05-14,3.15,0.67,short_video
C005422,CR0090,sports,78,2026-04-13,2.03,0.21,clip
C005423,CR0870,sports,48,2025-10-24,0.2,0.64,meme_video
C005424,CR0702,sports,39,2026-03-27,0.65,0.76,edit
C005425,CR0082,gaming,65,2025-01-06,0.73,0.54,edit
C005426,CR0626,sports,78,2025-02-26,1.46,0.8,edit
C005427,CR0304,finance,109,2026-01-22,1.16,0.7,clip
C005428,CR0396,finance,58,2025-12-19,4.47,0.17,clip
C005429,CR0221,finance,77,2025-09-16,7.79,0.11,short_video
C005430,CR0199,memes,10,2025-11-11,1.6,0.16,meme_video
C005431,CR0904,food,73,2025-06-15,7.44,0.45,meme_video
C005432,CR0149,finance,69,2025-03-16,0.78,0.8,edit
C005433,CR0663,fitness,88,2025-10-29,1.71,0.17,meme_video
C005434,CR0238,anime,24,2025-06-05,6.52,0.08,edit
C005435,CR0501,anime,117,2025-09-10,0.61,0.9,short_video
C005436,CR0411,finance,97,2025-10-11,2.29,0.8,short_video
C005437,CR0234,sports,25,2025-10-18,0.34,0.32,short_video
C005438,CR0683,sports,47,2026-01-21,1.62,0.04,short_video
C005439,CR0961,memes,24,2025-06-13,6.14,0.6,short_video
C005440,CR0814,food,40,2025-12-09,0.56,0.73,meme_video
C005441,CR0957,anime,38,2026-01-14,2.34,0.14,clip
C005442,CR0223,sports,43,2025-04-19,0.37,0.93,short_video
C005443,CR0450,fitness,100,2025-12-09,1.03,0.85,clip
C005444,CR0586,music,38,2025-10-02,0.58,0.34,edit
C005445,CR0949,tech,62,2025-11-10,1.05,0.35,clip
C005446,CR0306,tech,165,2025-05-13,0.65,0.37,meme_video
C005447,CR0491,food,81,2025-11-12,2.12,0.34,edit
C005448,CR0890,fitness,84,2026-02-25,2.62,0.74,edit
C005449,CR0771,memes,26,2025-08-05,0.56,0.92,clip
C005450,CR0161,anime,53,2025-07-15,4.23,0.61,edit
C005451,CR0705,food,58,2025-11-17,1.25,0.9,edit
C005452,CR0316,sports,53,2025-10-31,2.18,0.27,edit
C005453,CR0650,gaming,114,2025-10-16,5.35,0.78,clip
C005454,CR0545,memes,21,2026-01-07,3.56,0.18,short_video
C005455,CR0703,memes,13,2025-09-02,3.18,0.73,edit
C005456,CR0952,fitness,33,2025-03-05,0.76,0.23,edit
C005457,CR0979,food,18,2025-03-21,1.01,0.1,clip
C005458,CR0567,tech,161,2025-10-08,10.0,0.94,meme_video
C005459,CR0224,food,88,2025-10-26,1.32,0.63,clip
C005460,CR0245,anime,97,2026-04-19,0.52,0.53,meme_video
C005461,CR0514,fitness,33,2025-01-14,3.23,0.49,edit
C005462,CR0255,gaming,156,2025-06-20,0.57,0.25,short_video
C005463,CR0319,tech,180,2025-12-14,1.52,0.94,clip
C005464,CR0459,food,70,2025-03-19,8.87,1.0,clip
C005465,CR0448,music,55,2025-04-04,3.55,0.95,meme_video
C005466,CR0836,gaming,143,2025-07-16,2.24,0.57,edit
C005467,CR0729,tech,218,2026-02-18,3.07,0.81,edit
C005468,CR0668,music,41,2025-09-05,1.09,0.16,meme_video
C005469,CR0389,fitness,88,2025-03-17,2.53,0.08,clip
C005470,CR0765,food,49,2026-03-24,0.46,0.15,short_video
C005471,CR0510,food,44,2026-04-14,2.59,0.93,edit
C005472,CR0602,memes,30,2025-09-25,3.76,0.93,clip
C005473,CR0512,sports,86,2025-12-09,10.0,0.66,clip
C005474,CR0021,fitness,35,2025-11-02,1.87,0.54,edit
C005475,CR0869,sports,34,2026-02-23,0.64,0.39,edit
C005476,CR0880,tech,52,2025-02-13,2.19,0.09,clip
C005477,CR0932,finance,93,2026-01-27,0.18,0.3,meme_video
C005478,CR0216,sports,29,2025-07-27,10.0,0.9,edit
C005479,CR0594,gaming,49,2025-07-11,0.7,0.45,edit
C005480,CR0104,sports,55,2025-07-28,0.21,0.77,meme_video
C005481,CR0265,finance,56,2025-08-26,0.94,0.47,clip
C005482,CR0197,anime,96,2025-06-10,0.75,0.76,edit
